Date,Ticker,Predicted_Movement,Predicted_5_Day_Change,Buy
2025-12-12,SMCI,0.99897313,0.0001980047,1
2025-12-12,CNP,0.99751925,0.00016437327,1
2025-12-12,ON,0.97950464,0.00015875438,1
2025-12-12,T,0.99783653,0.00015607143,1
2025-12-12,VZ,0.98959595,0.0001534104,1
2025-12-12,NKE,0.98807365,0.00015233093,1
2025-12-12,MTCH,0.9984451,0.00015138347,1
2025-12-12,KR,0.9771428,0.00014979621,1
2025-12-12,CPB,0.976645,0.0001496484,1
2025-12-12,WBD,0.99853945,0.000149634,1
