,Date,Ticker,Predicted_Pct_Change,Buy
1919,2025-12-12 00:00:00+00:00,SMCI,0.0001980047,1
477,2025-12-12 00:00:00+00:00,CNP,0.00016437327,1
1652,2025-12-12 00:00:00+00:00,ON,0.00015875438,1
2277,2025-12-12 00:00:00+00:00,WMB,0.00015779064,1
2011,2025-12-12 00:00:00+00:00,T,0.00015607143,1
2234,2025-12-12 00:00:00+00:00,VZ,0.0001534104,1
1570,2025-12-12 00:00:00+00:00,NKE,0.00015233093,1
916,2025-12-12 00:00:00+00:00,FTNT,0.00015229969,1
1522,2025-12-12 00:00:00+00:00,MTCH,0.00015138347,1
1274,2025-12-12 00:00:00+00:00,KR,0.00014979621,1
512,2025-12-12 00:00:00+00:00,CPB,0.0001496484,1
2247,2025-12-12 00:00:00+00:00,WBD,0.000149634,1
2108,2025-12-12 00:00:00+00:00,TSN,0.00014945463,1
1633,2025-12-12 00:00:00+00:00,O,0.0001489017,1
1934,2025-12-12 00:00:00+00:00,SO,0.00014869915,1
595,2025-12-12 00:00:00+00:00,DAL,0.00014869602,1
2314,2025-12-12 00:00:00+00:00,XOM,0.00014832181,1
46,2025-12-12 00:00:00+00:00,ADM,0.00014732676,1
1064,2025-12-12 00:00:00+00:00,HPE,0.0001468727,1
467,2025-12-12 00:00:00+00:00,CMS,0.00014645519,1
1269,2025-12-12 00:00:00+00:00,KO,0.00014629985,1
2098,2025-12-12 00:00:00+00:00,TSCO,0.00014613563,1
176,2025-12-12 00:00:00+00:00,APA,0.00014565571,1
2282,2025-12-12 00:00:00+00:00,WMT,0.00014564025,1
1150,2025-12-12 00:00:00+00:00,IP,0.00014508396,1
242,2025-12-12 00:00:00+00:00,BAC,0.00014490267,1
410,2025-12-12 00:00:00+00:00,CFG,0.00014445983,1
580,2025-12-12 00:00:00+00:00,CVX,0.00014438387,1
2030,2025-12-12 00:00:00+00:00,TECH,0.00014393307,1
698,2025-12-12 00:00:00+00:00,DVN,0.00014393037,1
565,2025-12-12 00:00:00+00:00,CTSH,0.00014361335,1
733,2025-12-12 00:00:00+00:00,EIX,0.000143215,1
2141,2025-12-12 00:00:00+00:00,UBER,0.00014311979,1
541,2025-12-12 00:00:00+00:00,CSCO,0.00014308961,1
1786,2025-12-12 00:00:00+00:00,PPL,0.0001429739,1
247,2025-12-12 00:00:00+00:00,BALL,0.00014269254,1
1944,2025-12-12 00:00:00+00:00,SPG,0.00014231098,1
1357,2025-12-12 00:00:00+00:00,LW,0.0001422987,1
2309,2025-12-12 00:00:00+00:00,XEL,0.0001421409,1
959,2025-12-12 00:00:00+00:00,GIS,0.00014205577,1
1812,2025-12-12 00:00:00+00:00,PYPL,0.00014177871,1
644,2025-12-12 00:00:00+00:00,DIS,0.00014177804,1
303,2025-12-12 00:00:00+00:00,BMY,0.00014174587,1
2055,2025-12-12 00:00:00+00:00,TGT,0.00014161479,1
1565,2025-12-12 00:00:00+00:00,NI,0.00014157637,1
1464,2025-12-12 00:00:00+00:00,MO,0.00014130463,1
522,2025-12-12 00:00:00+00:00,CPT,0.00014120214,1
590,2025-12-12 00:00:00+00:00,D,0.0001406258,1
902,2025-12-12 00:00:00+00:00,FOXA,0.0001405868,1
689,2025-12-12 00:00:00+00:00,DUK,0.00014022352,1
1832,2025-12-12 00:00:00+00:00,REG,0.00014014286,1
79,2025-12-12 00:00:00+00:00,AIG,0.00013938756,1
108,2025-12-12 00:00:00+00:00,ALL,0.00013876209,1
443,2025-12-12 00:00:00+00:00,CLX,0.00013862389,1
1939,2025-12-12 00:00:00+00:00,SOLV,0.00013857256,1
1735,2025-12-12 00:00:00+00:00,PHM,0.00013844857,1
1643,2025-12-12 00:00:00+00:00,OKE,0.00013844477,1
1352,2025-12-12 00:00:00+00:00,LVS,0.0001384033,1
2169,2025-12-12 00:00:00+00:00,UPS,0.00013814533,1
1991,2025-12-12 00:00:00+00:00,SWKS,0.00013808196,1
64,2025-12-12 00:00:00+00:00,AEP,0.00013804747,1
600,2025-12-12 00:00:00+00:00,DAY,0.00013784906,1
1222,2025-12-12 00:00:00+00:00,KDP,0.0001378184,1
2127,2025-12-12 00:00:00+00:00,TXT,0.00013773883,1
218,2025-12-12 00:00:00+00:00,AWK,0.00013769709,1
1550,2025-12-12 00:00:00+00:00,NEE,0.00013768206,1
1781,2025-12-12 00:00:00+00:00,PPG,0.00013730781,1
313,2025-12-12 00:00:00+00:00,BRO,0.00013723104,1
1701,2025-12-12 00:00:00+00:00,PEG,0.0001371929,1
472,2025-12-12 00:00:00+00:00,CNC,0.00013710583,1
2045,2025-12-12 00:00:00+00:00,TFC,0.00013706832,1
18,2025-12-12 00:00:00+00:00,ABNB,0.00013706238,1
1986,2025-12-12 00:00:00+00:00,SWK,0.00013700646,1
973,2025-12-12 00:00:00+00:00,GM,0.00013669622,1
351,2025-12-12 00:00:00+00:00,CARR,0.00013651807,1
921,2025-12-12 00:00:00+00:00,FTV,0.00013630037,1
817,2025-12-12 00:00:00+00:00,EXC,0.00013627109,1
2016,2025-12-12 00:00:00+00:00,TAP,0.00013621553,1
1284,2025-12-12 00:00:00+00:00,L,0.00013620246,1
438,2025-12-12 00:00:00+00:00,CL,0.00013614492,1
1347,2025-12-12 00:00:00+00:00,LUV,0.00013605287,1
1386,2025-12-12 00:00:00+00:00,MAS,0.0001353653,1
2093,2025-12-12 00:00:00+00:00,TRV,0.00013534195,1
1662,2025-12-12 00:00:00+00:00,ORLY,0.00013532658,1
2088,2025-12-12 00:00:00+00:00,TROW,0.00013496974,1
1362,2025-12-12 00:00:00+00:00,LYB,0.00013488151,1
1294,2025-12-12 00:00:00+00:00,LEN,0.00013476069,1
776,2025-12-12 00:00:00+00:00,EQR,0.00013464296,1
2257,2025-12-12 00:00:00+00:00,WEC,0.00013426799,1
897,2025-12-12 00:00:00+00:00,FOX,0.00013425405,1
887,2025-12-12 00:00:00+00:00,FITB,0.00013415953,1
1536,2025-12-12 00:00:00+00:00,NCLH,0.0001340695,1
405,2025-12-12 00:00:00+00:00,CF,0.00013354151,1
1236,2025-12-12 00:00:00+00:00,KHC,0.00013309583,1
