,Date,Ticker,Predicted_Movement,Buy
808,2025-12-12,EVRG,0.7980137,1
351,2025-12-12,CARR,0.7934619,1
162,2025-12-12,ANET,0.76721954,1
2282,2025-12-12,WMT,0.74837774,1
1130,2025-12-12,INCY,0.69396585,1
64,2025-12-12,AEP,0.69067484,1
565,2025-12-12,CTSH,0.6838121,1
128,2025-12-12,AMD,0.6730474,1
2304,2025-12-12,WYNN,0.6574094,1
1725,2025-12-12,PGR,0.6359487,1
625,2025-12-12,DG,0.6308417,1
1145,2025-12-12,INVH,0.625969,1
438,2025-12-12,CL,0.6092653,0
887,2025-12-12,FITB,0.605772,0
429,2025-12-12,CI,0.60266644,0
337,2025-12-12,C,0.5229416,0
1827,2025-12-12,RCL,0.49372923,0
1269,2025-12-12,KO,0.45305756,0
2040,2025-12-12,TER,0.446994,0
1377,2025-12-12,MAA,0.43471542,0
517,2025-12-12,CPRT,0.403541,0
279,2025-12-12,BK,0.36561966,0
1531,2025-12-12,MU,0.32951888,0
313,2025-12-12,BRO,0.3127172,0
689,2025-12-12,DUK,0.29278994,0
1150,2025-12-12,IP,0.25450444,0
803,2025-12-12,ETR,0.17436592,0
1165,2025-12-12,IRM,0.15327297,0
983,2025-12-12,GOOG,0.1496452,0
761,2025-12-12,EOG,0.14589718,0
1097,2025-12-12,HUM,0.14028637,0
247,2025-12-12,BALL,0.106531166,0
916,2025-12-12,FTNT,0.10315184,0
2337,2025-12-12,ZTS,0.097054556,0
294,2025-12-12,BLDR,0.08125886,0
1896,2025-12-12,SBUX,0.07919513,0
1781,2025-12-12,PPG,0.07250091,0
289,2025-12-12,BKR,0.062299598,0
831,2025-12-12,EXR,0.060987223,0
1657,2025-12-12,ORCL,0.059366982,0
405,2025-12-12,CF,0.05431613,0
2045,2025-12-12,TFC,0.050957765,0
79,2025-12-12,AIG,0.047482926,0
1817,2025-12-12,QCOM,0.047213826,0
1720,2025-12-12,PG,0.043708168,0
2055,2025-12-12,TGT,0.041001305,0
931,2025-12-12,GDDY,0.03967366,0
410,2025-12-12,CFG,0.035672244,0
218,2025-12-12,AWK,0.032934584,0
1303,2025-12-12,LHX,0.031089434,0
911,2025-12-12,FSLR,0.024704818,0
1667,2025-12-12,OTIS,0.02456242,0
2169,2025-12-12,UPS,0.024560798,0
2050,2025-12-12,TFX,0.024184473,0
1236,2025-12-12,KHC,0.024167301,0
308,2025-12-12,BR,0.0214361,0
1939,2025-12-12,SOLV,0.0184016,0
1832,2025-12-12,REG,0.01804453,0
1748,2025-12-12,PLTR,0.01727601,0
93,2025-12-12,AKAM,0.01609573,0
679,2025-12-12,DRI,0.015610238,0
1638,2025-12-12,ODFL,0.014985122,0
1455,2025-12-12,MMM,0.014362307,0
2252,2025-12-12,WDC,0.014245509,0
649,2025-12-12,DLR,0.01399657,0
1934,2025-12-12,SO,0.013993438,0
1050,2025-12-12,HLT,0.013369248,0
1342,2025-12-12,LULU,0.013124988,0
492,2025-12-12,COP,0.01255243,0
2324,2025-12-12,YUM,0.012455775,0
2277,2025-12-12,WMB,0.012255981,0
639,2025-12-12,DHR,0.012172986,0
1112,2025-12-12,ICE,0.01177524,0
1196,2025-12-12,JBL,0.011533584,0
1002,2025-12-12,GRMN,0.0112660155,0
103,2025-12-12,ALGN,0.0111146,0
1357,2025-12-12,LW,0.010982461,0
684,2025-12-12,DTE,0.010871088,0
237,2025-12-12,BA,0.010723714,0
1332,2025-12-12,LOW,0.01066951,0
1886,2025-12-12,RVTY,0.010447196,0
328,2025-12-12,BX,0.010443164,0
1294,2025-12-12,LEN,0.010196967,0
108,2025-12-12,ALL,0.010025069,0
1758,2025-12-12,PNC,0.010013296,0
2188,2025-12-12,VICI,0.00997818,0
84,2025-12-12,AIZ,0.009977398,0
664,2025-12-12,DOV,0.009800808,0
1536,2025-12-12,NCLH,0.009740975,0
482,2025-12-12,COF,0.009707862,0
2069,2025-12-12,TMUS,0.009494041,0
181,2025-12-12,APD,0.009454005,0
356,2025-12-12,CAT,0.009200699,0
1022,2025-12-12,HAS,0.009172725,0
2207,2025-12-12,VRSK,0.009079746,0
766,2025-12-12,EPAM,0.008969634,0
1944,2025-12-12,SPG,0.008966109,0
1706,2025-12-12,PEP,0.008964973,0
1677,2025-12-12,PANW,0.008914871,0
467,2025-12-12,CMS,0.008874177,0
1628,2025-12-12,NXPI,0.008342876,0
1967,2025-12-12,STT,0.008047351,0
1231,2025-12-12,KEYS,0.0077334894,0
1608,2025-12-12,NVDA,0.0076824985,0
720,2025-12-12,ED,0.0076457183,0
1891,2025-12-12,SBAC,0.0075556994,0
1175,2025-12-12,IT,0.007527056,0
13,2025-12-12,ABBV,0.0074544037,0
1087,2025-12-12,HSY,0.007370199,0
1209,2025-12-12,JNJ,0.0071969456,0
133,2025-12-12,AME,0.007160364,0
1155,2025-12-12,IQV,0.0071551735,0
2164,2025-12-12,UNP,0.006798401,0
868,2025-12-12,FFIV,0.0067782234,0
2198,2025-12-12,VLTO,0.0066969604,0
556,2025-12-12,CTAS,0.0066085462,0
41,2025-12-12,ADI,0.006354806,0
200,2025-12-12,ATO,0.0062597855,0
361,2025-12-12,CB,0.0060097026,0
1958,2025-12-12,STE,0.0059795445,0
1284,2025-12-12,L,0.0057649813,0
371,2025-12-12,CBRE,0.005507357,0
1289,2025-12-12,LDOS,0.005404103,0
988,2025-12-12,GOOGL,0.005218474,0
1753,2025-12-12,PM,0.00516467,0
1478,2025-12-12,MPC,0.0049499585,0
1986,2025-12-12,SWK,0.0048084953,0
1107,2025-12-12,IBM,0.0046397382,0
993,2025-12-12,GPC,0.004613098,0
859,2025-12-12,FDX,0.004588355,0
1214,2025-12-12,JPM,0.0045811734,0
113,2025-12-12,ALLE,0.004399156,0
2262,2025-12-12,WELL,0.0041558864,0
1772,2025-12-12,PODD,0.0041094297,0
51,2025-12-12,ADP,0.004083801,0
1045,2025-12-12,HII,0.0039306753,0
2093,2025-12-12,TRV,0.003779846,0
634,2025-12-12,DHI,0.0036181132,0
531,2025-12-12,CRM,0.0036108391,0
936,2025-12-12,GE,0.0035479646,0
1590,2025-12-12,NSC,0.00352006,0
1872,2025-12-12,ROST,0.0035021137,0
274,2025-12-12,BIIB,0.0033222523,0
620,2025-12-12,DELL,0.0030307958,0
138,2025-12-12,AMGN,0.002694282,0
1603,2025-12-12,NUE,0.002485028,0
2183,2025-12-12,V,0.0021018323,0
8,2025-12-12,AAPL,0.0020256233,0
1102,2025-12-12,HWM,0.0017626028,0
2103,2025-12-12,TSLA,0.0017551181,0
1881,2025-12-12,RTX,0.0016442554,0
654,2025-12-12,DLTR,0.0015514533,0
2159,2025-12-12,UNH,0.0015169097,0
1905,2025-12-12,SHW,0.0015139544,0
1498,2025-12-12,MS,0.0013425198,0
674,2025-12-12,DPZ,0.0012635419,0
798,2025-12-12,ETN,0.0011598819,0
1924,2025-12-12,SNA,0.001053094,0
2001,2025-12-12,SYK,0.001044666,0
926,2025-12-12,GD,0.0010028535,0
228,2025-12-12,AXP,0.0009906056,0
1513,2025-12-12,MSI,0.0009801862,0
36,2025-12-12,ADBE,0.0009794832,0
497,2025-12-12,COR,0.0009778291,0
209,2025-12-12,AVGO,0.00092651014,0
1858,2025-12-12,ROK,0.000816577,0
1036,2025-12-12,HD,0.0007959343,0
1585,2025-12-12,NRG,0.00078916067,0
2113,2025-12-12,TT,0.00076876755,0
419,2025-12-12,CHRW,0.0006352224,0
1308,2025-12-12,LIN,0.0005746306,0
2021,2025-12-12,TDG,0.0005461164,0
1012,2025-12-12,GWW,0.00051663874,0
1613,2025-12-12,NVR,0.00048587573,0
1730,2025-12-12,PH,0.00048317455,0
284,2025-12-12,BKNG,0.00047069407,0
878,2025-12-12,FICO,0.00047069407,0
223,2025-12-12,AXON,0.00042732398,0
98,2025-12-12,ALB,0.0004198932,0
143,2025-12-12,AMP,0.00037408134,0
1867,2025-12-12,ROP,0.00032311655,0
771,2025-12-12,EQIX,0.00032075023,0
1007,2025-12-12,GS,0.00031690788,0
1401,2025-12-12,MCK,0.00031375044,0
462,2025-12-12,CMI,0.0003051586,0
2154,2025-12-12,ULTA,0.0003001859,0
1318,2025-12-12,LLY,0.00028763898,0
1031,2025-12-12,HCA,0.0002816697,0
950,2025-12-12,GEV,0.0002806061,0
1446,2025-12-12,MLM,0.00027546787,0
1575,2025-12-12,NOC,0.00027228697,0
1503,2025-12-12,MSCI,0.00026926497,0
1508,2025-12-12,MSFT,0.000255057,0
1972,2025-12-12,STX,0.00025133198,0
1372,2025-12-12,MA,0.00023718618,0
2064,2025-12-12,TMO,0.000227426,0
1323,2025-12-12,LMT,0.00022393267,0
502,2025-12-12,COST,0.00022002909,0
1170,2025-12-12,ISRG,0.00021488118,0
1423,2025-12-12,META,0.00021202218,0
1140,2025-12-12,INTU,0.00020811571,0
536,2025-12-12,CRWD,0.00020442814,0
1929,2025-12-12,SNPS,0.00020181728,0
1949,2025-12-12,SPGI,0.00019391543,0
610,2025-12-12,DE,0.0001740987,0
186,2025-12-12,APH,0.00016937908,0
1337,2025-12-12,LRCX,0.00013955169,0
