Date,change
2025-11-13,662.5509135294534
2025-11-14,962.4008899911065
2025-11-18,-14.180441640415268
2025-11-19,3336.5948237412317
2025-11-20,819.3811758110684
2025-11-21,157.92086281265685
2025-11-25,306.53455519102755
2025-11-26,1555.626374768243
