Date,Close,High,Low,Open,Volume,Ticker
2025-12-10,178.52288818359375,180.870059548499,177.81973868282412,178.07722770804685,2500900,AMT
2025-12-11,179.9589385986328,181.4444836865432,178.99828489951108,179.90941740668657,4370000,AMT
2025-12-12,178.95864868164062,181.39494909501326,178.58232089648988,180.41448396919043,5329400,AMT
2025-12-15,178.52288818359375,180.186706433846,176.19554342829542,179.98863679046352,5020800,AMT
2025-12-16,177.40379333496094,179.23595648207942,176.97792923247957,178.53280695976088,3198300,AMT
2025-12-17,176.76995849609375,179.02798570873165,176.08660537168444,176.81946457383734,4084700,AMT
2025-12-18,172.6104278564453,177.63157747593033,172.51140058491606,176.87890674297472,3950800,AMT
2025-12-19,170.74855041503906,173.15512612465955,170.29297662056283,172.53120748424624,6033000,AMT
2025-12-22,170.8673858642578,171.69928744315092,169.12435182585153,169.97606490283596,4154500,AMT
2025-12-23,172.82830810546875,172.89764079574766,170.47125353566628,171.2833436496372,3358100,AMT
2025-12-24,173.1155242919922,173.49185210572142,172.6104292895392,173.03629340706337,1040000,AMT
2025-12-26,174.7100067138672,174.99720544361884,172.81840903967978,172.81840903967978,1463200,AMT
2025-12-29,175.8300018310547,176.50999450683594,174.8800048828125,175.07000732421875,2176400,AMT
