Date,Close,High,Low,Open,Volume,Ticker
2025-12-10,874.4099731445312,889.5800170898438,871.0900268554688,887.8200073242188,3318300,COST
2025-12-11,884.47998046875,886.0,872.5499877929688,875.8599853515625,3041600,COST
2025-12-12,884.469970703125,888.6199951171875,867.1199951171875,883.2999877929688,4808900,COST
2025-12-15,860.5599975585938,887.489990234375,851.4000244140625,882.1099853515625,4771400,COST
2025-12-16,860.3900146484375,863.5900268554688,844.0599975585938,857.4400024414062,3843300,COST
2025-12-17,862.6500244140625,868.5800170898438,858.22998046875,858.5,2363700,COST
2025-12-18,857.5900268554688,863.1500244140625,852.510009765625,860.2999877929688,2467500,COST
2025-12-19,855.6199951171875,858.4500122070312,849.3200073242188,856.5700073242188,10097600,COST
2025-12-22,850.0,855.5,847.3099975585938,854.0,2373300,COST
2025-12-23,854.7899780273438,854.97998046875,846.7999877929688,849.0999755859375,1902300,COST
