Price,Close,High,Low,Open,Volume,Ticker
Ticker,MTB,MTB,MTB,MTB,MTB,
Date,,,,,,
2024-01-02,130.6470947265625,131.81233328334358,128.31663195175082,128.32602383330735,1063300,MTB
2024-01-03,126.47479248046875,129.6791874374326,126.352640677435,129.6791874374326,1061900,MTB
2024-01-04,128.07229614257812,129.03079856890852,126.17410373001704,126.2492817966655,761700,MTB
2024-01-05,129.85772705078125,130.96657113578294,127.4332884687668,127.84676061529228,1006200,MTB
2024-01-08,129.7449951171875,129.83895695518717,127.63066018905091,129.07779867525824,922100,MTB
2024-01-09,128.26962280273438,129.21871887910567,127.80916258457012,128.37299083788358,853200,MTB
2024-01-10,128.5891571044922,129.1341874214342,127.00105424523488,128.32604099821017,940700,MTB
2024-01-11,127.13258361816406,127.79038807422548,125.31896127052104,127.64942383131982,791600,MTB
2024-01-12,125.05583953857422,127.79038226489159,123.78723310383978,127.28293395549841,1265100,MTB
2024-01-16,123.46774291992188,124.91488118032156,121.84205855480585,123.10125882978012,1359900,MTB
2024-01-17,123.06366729736328,124.11613140403806,120.79897675327025,121.56952673458628,1355300,MTB
2024-01-18,124.8678970336914,125.56326895570002,120.98691415059717,125.56326895570002,2432300,MTB
2024-01-19,130.98536682128906,131.85929917647815,124.00337155349244,125.25316551144076,2497200,MTB
2024-01-22,133.4098358154297,133.907878004064,131.40826084002114,131.69956691200522,1590000,MTB
2024-01-23,133.25946044921875,135.19524895433796,132.29156619665912,133.74811068525588,1305900,MTB
2024-01-24,134.07699584960938,135.02610632133113,132.44191962723545,134.11459204940473,1277000,MTB
2024-01-25,133.4755859375,135.71208665056025,131.86869969275844,135.31741258450532,888000,MTB
2024-01-26,132.98695373535156,134.8475641951102,132.68624148311815,134.08640602242482,627300,MTB
2024-01-29,134.1521759033203,134.19916398438806,131.77472525653448,132.5922777186154,741300,MTB
2024-01-30,135.0636749267578,135.64630125641318,133.6071306107408,133.8514628691841,951800,MTB
2024-01-31,129.77316284179688,133.40981370597774,128.86164857092353,129.2469164165126,1715200,MTB
2024-02-01,123.7872314453125,129.10596070992128,120.57344477095923,129.10596070992128,3870900,MTB
2024-02-02,125.44114685058594,126.46542121616712,121.06212085876466,121.06212085876466,1998500,MTB
2024-02-05,124.96188354492188,126.22109830257774,123.90941923524014,124.21952339907511,1003500,MTB
2024-02-06,124.29468536376953,126.43720991014158,122.7629628453877,124.82091745042246,1077500,MTB
2024-02-07,122.60320281982422,125.03703315128756,120.57343839429024,125.03703315128756,2208100,MTB
2024-02-08,123.68386840820312,124.46382465390374,121.56014197182175,121.8138661333747,1089400,MTB
2024-02-09,125.29078674316406,125.45992664901372,122.24613938911183,123.16706000568529,1021400,MTB
2024-02-12,128.4857635498047,130.07386609401755,125.21559663563387,125.27197659883086,1057300,MTB
2024-02-13,124.72694396972656,127.26414263560405,122.9509034697374,126.37142644522577,1224700,MTB
2024-02-14,127.95012664794922,128.5515367592719,126.01433830021517,126.30564430650065,1229300,MTB
