Price,Close,High,Low,Open,Volume,Ticker
Ticker,BBY,BBY,BBY,BBY,BBY,
Date,,,,,,
2024-01-02,70.27559661865234,72.34948051814229,70.11186857713012,71.17609737718092,3204300,BBY
2024-01-03,68.61103057861328,70.00271548656596,68.24718970876661,69.92994592465915,2116800,BBY
2024-01-04,68.4927749633789,68.89299361441213,68.17440991275033,68.33813793261868,1890500,BBY
2024-01-05,68.974853515625,69.99359935870615,68.24717196512226,68.47457158219366,3027200,BBY
2024-01-08,68.71107482910156,69.25683256742596,68.33813609510676,68.8475159986042,2346200,BBY
2024-01-09,68.36542510986328,68.62920256222483,67.40124600176655,68.02887117386807,2653000,BBY
2024-01-10,68.92028045654297,69.24773649625796,68.45639018335203,68.57463549892664,1757300,BBY
2024-01-11,67.90152740478516,69.12948395553182,67.01011784768636,69.12948395553182,2447600,BBY
2024-01-12,67.18295288085938,68.79293934291938,66.75544043022965,68.2107967964366,2383400,BBY
2024-01-16,65.36375427246094,66.84639745409557,64.69065326886019,66.61899780993579,2970800,BBY
2024-01-17,64.70883178710938,65.42741537992791,64.17217204419222,64.72702764194216,2364000,BBY
2024-01-18,64.52692413330078,65.58205485534643,63.99025737371333,64.9726254850459,2296500,BBY
2024-01-19,64.58149719238281,64.97262484733258,63.36263846374497,64.58149719238281,2219100,BBY
2024-01-22,66.84639739990234,67.07379704387776,64.40867293889839,64.81799646186599,3636600,BBY
2024-01-23,66.46437072753906,68.16532264117576,66.15511052852514,67.53769737417059,2492300,BBY
2024-01-24,66.70086669921875,68.00159296887198,66.26425631974858,67.0556095964254,1917900,BBY
2024-01-25,68.41090393066406,68.89299003643738,67.3102905530322,67.3102905530322,3480400,BBY
2024-01-26,68.05616760253906,69.40237659642604,67.83786587963648,68.67469493383524,1973100,BBY
2024-01-29,66.70995330810547,68.09254696923445,65.98227864301988,67.98339264661287,3007800,BBY
2024-01-30,66.69175720214844,67.16474533648642,65.12724677830798,66.10051682946194,2442100,BBY
2024-01-31,65.9367904663086,66.94644531275749,65.53657186262755,66.42797446779878,9978800,BBY
2024-02-01,68.43819427490234,68.45639013247651,65.85493767427766,66.26425425377403,2374500,BBY
2024-02-02,68.8475112915039,69.2841146764384,66.62808877574882,67.80147164974954,2399700,BBY
2024-02-05,67.50129699707031,67.9469982736946,66.81909819135176,67.86513774805724,1859600,BBY
2024-02-06,68.07435607910156,68.38362321258428,66.91007097826765,67.31029658406179,1683700,BBY
2024-02-07,68.65650177001953,68.77474708351247,67.51040565119379,68.48367582441075,2014500,BBY
2024-02-08,68.66558837890625,69.07491186507708,68.2562718324212,68.72925999590805,1877500,BBY
2024-02-09,68.76564025878906,68.83840979907198,68.0015809048744,68.67468180327808,1532900,BBY
2024-02-12,69.05672454833984,70.1755338879328,67.9197262900768,68.93847922776767,2578000,BBY
2024-02-13,66.30973052978516,67.91971678470578,65.88221813415879,67.36486115715059,2719700,BBY
2024-02-14,67.85604858398438,67.8924333577504,66.1369079267339,66.43707710553916,2427100,BBY
2024-02-15,67.90152740478516,68.97485388062952,67.75598831804021,68.02887063584419,1873700,BBY
2024-02-16,67.08290100097656,68.1471297648909,66.9009840453233,67.58318303855357,1919800,BBY
2024-02-20,66.64629364013672,66.9737497270395,65.89133199392667,66.60081786898692,3180300,BBY
2024-02-21,67.41944122314453,68.05615737748346,66.29153412162185,66.40068843651663,1821400,BBY
2024-02-22,68.41090393066406,68.76564679867408,67.66503342104222,67.80147458712746,1791200,BBY
2024-02-23,69.3841781616211,70.00270546994976,68.46548165814326,68.63830760802061,1895900,BBY
2024-02-26,69.53881072998047,70.20282076655933,68.92938132880909,69.19316575760415,2426500,BBY
2024-02-27,71.91285705566406,72.0674940788386,69.60247597294016,69.72072822240808,3756600,BBY
2024-02-28,72.476806640625,73.04985118060016,71.90376210064986,72.2403090944208,4756200,BBY
2024-02-29,73.56832122802734,78.32552424549273,72.94070300721187,75.50577039663985,9020700,BBY
2024-03-01,70.87590789794922,74.38695838786491,70.51206713853642,73.95944601603128,4911800,BBY
2024-03-04,70.5302734375,72.14935776997238,70.40293019380124,71.39438929683956,4453100,BBY
2024-03-05,69.09310150146484,69.59338345432477,68.31084623318525,69.10219942961298,5229000,BBY
2024-03-06,71.13970184326172,71.849187602715,68.14712177761203,68.97485979009834,4223500,BBY
2024-03-07,72.33126831054688,72.41313578264874,71.03964013028558,71.31252245104419,2773100,BBY
