Price,Close,High,Low,Open,Volume,Ticker
Ticker,STLD,STLD,STLD,STLD,STLD,
Date,,,,,,
2024-01-02,115.85343170166016,117.43178497628804,114.72324583921797,114.80119122972052,966000,STLD
2024-01-03,116.04828643798828,118.289168073375,113.43717535180544,114.83041759990452,1234200,STLD
2024-01-04,113.46639251708984,116.76925190574177,113.34947444346932,115.67804628507331,1304300,STLD
2024-01-05,113.23258209228516,114.93759858325211,112.40443271190045,112.95003561035965,1484900,STLD
2024-01-08,114.031494140625,114.2750679043994,110.63120647965292,112.40442318259942,1146600,STLD
2024-01-09,110.10509490966797,113.49563780519001,109.86152112675417,113.49563780519001,1325000,STLD
2024-01-10,109.939453125,110.81632018258576,109.44256798676938,110.18302689470262,1157300,STLD
2024-01-11,110.2122573852539,110.75786022793694,108.21494958384727,109.85176554517763,1115000,STLD
2024-01-12,110.3096923828125,112.09265419933925,109.53999836201764,110.3778927424636,782500,STLD
2024-01-16,108.7313232421875,110.46556719638708,108.63389522639852,110.02713740869613,1144500,STLD
2024-01-17,109.46205139160156,110.2609730645433,106.84120266570334,107.6206342742934,1265700,STLD
2024-01-18,109.7933120727539,110.96246316486797,108.68261630526113,109.91022272199649,1007400,STLD
2024-01-19,109.95895385742188,110.3097007144856,108.46828343154216,109.56923430143081,956600,STLD
2024-01-22,112.46287536621094,112.57979344553847,109.31589915549549,109.31589915549549,1967400,STLD
2024-01-23,113.1546401977539,114.70377337991913,112.52134685200438,113.38846895671541,1971000,STLD
2024-01-24,113.54435729980469,115.51243022569206,107.1724661477535,107.25041154348501,2578200,STLD
2024-01-25,112.92080688476562,115.11297092398691,111.81011103288941,114.36275951237108,1268000,STLD
2024-01-26,113.01823425292969,114.89862413740022,112.37519590386012,113.37872612437309,996100,STLD
2024-01-29,113.85612487792969,113.92432523693788,109.93945445122614,112.59928331910879,1736000,STLD
2024-01-30,119.30242919921875,119.72137637963853,112.78440018905448,112.81362785203794,1620300,STLD
2024-01-31,117.58767700195312,119.72137819825402,117.3148755655882,119.51677712098032,1657000,STLD
2024-02-01,116.71080780029297,119.69214834792551,115.52216662075067,118.79579866388038,1470100,STLD
2024-02-02,117.07130432128906,118.16251009031787,115.89240069352047,116.31134788935312,1210000,STLD
2024-02-05,118.36711883544922,118.7081206603482,115.07400381698129,115.75600746677922,1277300,STLD
2024-02-06,117.08103942871094,119.17577536329355,116.94463871048525,118.54248206679904,1187200,STLD
2024-02-07,121.35819244384766,122.25454956421338,117.06155501847313,117.12975537654951,1466500,STLD
2024-02-08,121.63099670410156,122.51760881298988,120.36441753419476,121.44588568975128,846900,STLD
2024-02-09,121.77714538574219,122.42992876767848,121.01719637885712,121.78689041829458,1153400,STLD
2024-02-12,120.62747192382812,122.90732628479563,120.42287084826259,122.03045922288506,973100,STLD
2024-02-13,115.32731628417969,119.01015065655933,114.41147649071402,118.48403039860769,1245700,STLD
2024-02-14,116.66210174560547,117.86048807710749,115.13245862379301,115.93138036703361,906500,STLD
2024-02-15,120.91975402832031,121.15358274890379,116.95437364339398,116.95437364339398,1319200,STLD
2024-02-16,120.16956329345703,122.76119202643504,120.05265262978014,121.27052159829636,895900,STLD
2024-02-20,119.45832061767578,120.4520983308299,117.84098721332349,118.61068122021965,1014200,STLD
2024-02-21,118.91272735595703,119.31218450660184,117.55845767702783,118.6594085328151,851400,STLD
2024-02-22,121.5725326538086,121.83559647454547,118.78604827335221,118.78604827335221,797600,STLD
2024-02-23,123.74522399902344,124.5344006594516,121.34845892048301,122.29351893320039,752700,STLD
2024-02-26,127.70085144042969,127.84698974226514,123.75494632541239,124.32003920344572,998300,STLD
2024-02-27,129.552001953125,130.21451538963092,127.40855601555239,127.49623899393207,1222600,STLD
2024-02-28,129.0843505859375,129.7371264554089,127.45727971130363,128.2269662240947,1174600,STLD
2024-02-29,130.3801727294922,130.91602312197233,128.66540390055454,129.70790675601665,2134800,STLD
2024-03-01,130.27301025390625,134.16043836411524,128.95770586279602,130.82835075540865,1508200,STLD
2024-03-04,126.89220428466797,131.39344307058843,125.22615305530451,130.0391734217278,1349300,STLD
2024-03-05,125.19692993164062,127.09680254873004,123.87188789956924,125.83021584848224,1120500,STLD
2024-03-06,126.61940002441406,128.88949456584297,126.35633618002458,127.69111573383442,897600,STLD
2024-03-07,129.0064239501953,129.89303610172044,127.55471882956287,127.55471882956287,703600,STLD
2024-03-08,128.10031127929688,131.7636702467544,127.84699991377472,129.47407089209347,873200,STLD
2024-03-11,126.5804214477539,127.06756901253124,123.95957260388359,126.90194062449461,810100,STLD
2024-03-12,127.96390533447266,128.15876136664588,124.70976351083671,127.68136631780582,1091600,STLD
2024-03-13,130.50682067871094,131.08165119774364,128.21723620124473,128.27569152635817,1155400,STLD
2024-03-14,128.76284790039062,131.72469855318957,127.68137971183445,130.5068296411472,967600,STLD
2024-03-15,134.35528564453125,135.3782984522943,128.2367137287623,128.89924211406682,3864600,STLD
2024-03-18,136.37208557128906,136.74232246451234,134.18965920756946,134.90090533050508,1110400,STLD
2024-03-19,137.25868225097656,137.62890423603318,136.13823409823343,136.4012979068339,1229500,STLD
2024-03-20,139.05140686035156,139.72367290150893,136.69361434974928,137.5509839839728,991000,STLD
2024-03-21,140.16209411621094,140.6979593961888,137.62892090171383,140.10363878867943,961700,STLD
2024-03-22,140.3082275390625,141.7404424798618,139.4703331850341,139.4703331850341,767200,STLD
2024-03-25,140.4446258544922,144.52692450263012,140.3569428677527,141.77942018552054,985300,STLD
2024-03-26,141.10714721679688,142.07170462274303,140.4641089461661,140.88306352850867,1063700,STLD
2024-03-27,143.66793823242188,143.81454217180575,141.5371998584812,142.91533654441278,992200,STLD
2024-03-28,144.87991333007812,145.3783965842844,143.31608319046867,144.0589013882383,956800,STLD
2024-04-01,145.8866424560547,147.91963518419738,144.7039974253812,145.6325239577616,873800,STLD
2024-04-02,144.557373046875,145.96483064458437,142.68076788790654,145.64228703561494,917300,STLD
2024-04-03,144.39120483398438,147.09860526628103,144.03934046403273,144.42052562198612,902800,STLD
2024-04-04,143.394287109375,146.39489581708438,142.76875202635875,145.24157156655835,768000,STLD
2024-04-05,143.94161987304688,144.3228050585354,142.33868538612947,142.8469223574929,638500,STLD
2024-04-08,144.5084991455078,145.51521927789446,142.83713970317763,144.57690934442425,619700,STLD
2024-04-09,143.41383361816406,146.23851775700402,141.24400539647425,145.51525162572992,823000,STLD
2024-04-10,141.38082885742188,142.72964491267138,140.2665940464561,141.7620140581751,1133900,STLD
2024-04-11,140.97032165527344,142.32890632464787,139.27942474479906,141.2635444796279,1024400,STLD
2024-04-12,137.4517059326172,142.02592874925102,136.83593943271117,141.0289770146255,1278200,STLD
2024-04-15,137.7840118408203,139.80722109657566,137.5689827528167,139.07417145490876,975800,STLD
2024-04-16,136.6111297607422,137.0607251706129,134.3533393437877,136.45474226429474,1020100,STLD
2024-04-17,135.79010009765625,138.96664834917226,135.56530239729614,138.96664834917226,997300,STLD
2024-04-18,132.9947509765625,136.83592367533262,132.20304489045225,136.83592367533262,1332800,STLD
2024-04-19,133.8059844970703,134.8615777381641,132.5842351319987,133.39547850007818,983200,STLD
2024-04-22,134.1969451904297,135.50665685185987,132.34966085783586,133.83529725859316,822600,STLD
2024-04-23,131.1279296875,132.71131221598938,127.8047622062854,130.51216318689464,2123800,STLD
2024-04-24,126.98373413085938,141.63495718343987,125.84017856964589,137.87196335384272,2557000,STLD
2024-04-25,130.0234375,130.1895936038698,124.17859342073396,126.24090669595368,1447800,STLD
2024-04-26,131.0106201171875,133.20000032775553,129.99413121716853,129.99413121716853,1054000,STLD
2024-04-29,132.01734924316406,132.13463240326038,130.27756452278823,131.06927059523392,975300,STLD
2024-04-30,127.17921447753906,130.48282946414582,126.4070754570725,130.46327729881193,1378600,STLD
2024-05-01,126.71981811523438,129.77908281343775,125.98676861226018,128.35208813278228,940800,STLD
