Date,Close,High,Low,Open,Volume,Ticker
2024-01-02,52.59186935424805,52.60085059113788,51.19109440386302,51.28088964607002,5815300,O
2024-01-03,51.83760452270508,52.29555167762074,51.415575463339295,52.20575643874604,5312500,O
2024-01-04,51.80168914794922,52.29555442435418,51.60414646272553,51.81964819666742,5107000,O
2024-01-05,52.00821304321289,52.13392638417511,51.31680850728133,51.60414643594695,3944200,O
2024-01-08,53.40897750854492,53.471832453992874,51.918411012294946,52.00820281283842,8842900,O
2024-01-09,53.238380432128906,53.72326445524609,52.897165368601456,53.10368928392807,7605900,O
2024-01-10,53.076751708984375,53.69632344661281,52.9330827513312,53.5167363932118,6719400,O
2024-01-11,53.22042465209961,53.364093620511575,52.439224850443196,52.96002357643467,6628800,O
2024-01-12,52.88819122314453,53.5885770215243,52.54697613596584,53.45388586398738,5892800,O
2024-01-16,52.385345458984375,52.888188539557355,52.25963554517569,52.645746523495646,5809000,O
2024-01-17,51.37067794799805,52.34044594544967,50.84987928018507,51.8106660413614,6658200,O
2024-01-18,50.39193344116211,51.50537041973494,50.11357676552248,51.3257833683086,7117800,O
2024-01-19,50.751102447509766,50.867834533015184,49.77235671212839,50.55355636824486,9218000,O
2024-01-22,49.907047271728516,51.51434246756044,49.68256433889491,50.8498749045621,45785700,O
2024-01-23,50.275203704833984,50.36499551597701,49.754401609257954,50.10459446818899,12145100,O
2024-01-24,49.37727355957031,51.05640514708462,49.3413554637649,50.86784028211343,8218600,O
2024-01-25,49.76338577270508,50.04174590332294,49.28748294728795,49.92501379366533,6945800,O
2024-01-26,49.35931396484375,49.97888569660156,49.34135491714,49.907052931124674,5696200,O
2024-01-29,49.31441879272461,49.46706899841388,48.81157911595617,49.38625498959918,6329600,O
2024-01-30,49.547882080078125,50.05072517277565,48.8564741121209,49.13483423179355,8151000,O
2024-01-31,49.067047119140625,49.887988576990296,48.81445080637662,49.78875332801396,12325100,O
2024-02-01,49.8428840637207,49.8428840637207,48.56185593511551,49.15726400528085,6320800,O
2024-02-02,48.886619567871094,49.66245503072109,48.3814269437765,49.65343520873368,7480300,O
2024-02-05,47.49733352661133,48.36338092222302,47.46124735811923,48.30023184804507,9135600,O
2024-02-06,48.48966979980469,48.65205408560632,47.452215022890464,47.58753640818042,7198800,O
2024-02-07,48.137840270996094,48.61596988662182,48.07469120634236,48.48967175731434,4686700,O
2024-02-08,47.95742416381836,48.28219282483076,47.849169090603134,48.05665941483512,4484400,O
2024-02-09,47.59657287597656,48.04763972956051,47.1545292866298,47.84014938987593,6516500,O
2024-02-12,47.5153694152832,47.84916128541242,47.39809453899948,47.66873389857401,5069600,O
2024-02-13,46.47792434692383,46.73052065837107,46.18021860154675,46.676394843841884,9692900,O
2024-02-14,46.36064147949219,46.68541010037427,46.153151180898924,46.68541010037427,5923100,O
2024-02-15,46.92898941040039,47.262777872597304,46.649326760720186,46.748562005489504,5127100,O
2024-02-16,47.20865249633789,47.398099724630086,46.243366387349354,46.459879963516535,5678200,O
2024-02-20,47.334957122802734,47.49734146679671,46.87486700103079,47.32593385848806,6095700,O
2024-02-21,47.533416748046875,47.831122479152924,46.63128317456161,47.80405957318564,6522900,O
2024-02-22,47.650699615478516,47.77699777717922,47.2898447751621,47.51537819001816,5764000,O
2024-02-23,47.758949279785156,48.1919729742818,47.56950205869907,47.74090619567699,5181800,O
2024-02-26,47.352989196777344,47.921330827205196,47.064303309089176,47.83111885324191,5120200,O
2024-02-27,47.190608978271484,47.74993083629879,47.082350470498575,47.63265250689473,5966900,O
2024-02-28,46.92898941040039,47.18158571245573,46.67639310834505,47.08235046768641,7631100,O
2024-02-29,47.24358367919922,47.72408725598504,47.035063193830794,47.30704628524819,6753300,O
2024-03-01,47.361446380615234,47.388643653423486,46.14658529068982,47.143857822790814,8952600,O
2024-03-04,47.78755187988281,47.914477097340225,47.04412978467273,47.152922334142964,5170600,O
2024-03-05,47.37051010131836,47.92354436111681,47.207319550608894,47.73315653810668,5979500,O
2024-03-06,47.28890609741211,47.733147727557366,47.01692304924968,47.687814337486884,4927400,O
2024-03-07,47.361446380615234,47.67875942488752,47.16199049081391,47.515568871132395,4875600,O
2024-03-08,47.968868255615234,48.02326625181356,47.63342259185633,47.68781712960236,4968000,O
2024-03-11,48.13206481933594,48.49471125587957,47.860081721154586,47.950741601064124,4753800,O
2024-03-12,47.94166946411133,48.08672732424751,47.63342107901543,48.05046199460042,6964600,O
2024-03-13,47.397708892822266,48.349654955290426,47.31611361485222,48.02327384341024,7512600,O
2024-03-14,46.83561325073242,47.40678023603917,46.45483756616331,47.30705228290352,9746700,O
2024-03-15,47.31610870361328,47.42490470191594,46.27350632493971,46.382298864789895,10074800,O
2024-03-18,47.33424377441406,47.56996499092451,47.143855955392084,47.18918589442789,4781200,O
2024-03-19,47.2345085144043,47.50649502337973,46.980658128376156,47.37050176889201,5448500,O
2024-03-20,47.542762756347656,47.58809615240164,46.817473379367065,47.04412652582678,4058200,O
2024-03-21,47.58808898925781,47.95073189393542,47.32517054891143,47.74221144559409,5075700,O
2024-03-22,47.21638488769531,47.91447353176248,47.143854221144025,47.841946323663734,5775200,O
2024-03-25,47.29798126220703,47.66969577645881,47.116661495243946,47.379576540721565,6775300,O
2024-03-26,47.687828063964844,47.84195402597355,47.370514992848534,47.48837561574306,6484800,O
2024-03-27,48.74855422973633,48.74855422973633,47.92353699832554,48.05046219416532,9112000,O
2024-03-28,49.28329086303711,49.37438960658258,48.84602731920404,48.84602731920404,6318200,O
2024-04-01,48.70028305053711,49.237753587816556,48.64562726797266,49.20131408273194,4855900,O
2024-04-02,48.16281509399414,48.34500915411737,47.971512894642956,48.25391386158709,5107500,O
2024-04-03,48.07171630859375,48.25391035547883,47.86219437094774,48.135483703744164,4683600,O
2024-04-04,47.9350700378418,48.69117411824373,47.780207356349784,48.19925123280602,3923300,O
2024-04-05,48.29033660888672,48.42698298515337,47.34293401198925,47.543344295435524,4718600,O
2024-04-08,48.8642578125,48.8915857040418,48.22658036771201,48.326787270115304,4006900,O
2024-04-09,49.538360595703125,49.54746873192481,48.91890308078341,48.97355884823653,3401400,O
2024-04-10,47.497802734375,48.60918320992135,47.096978641174715,48.29034278288876,7578800,O
2024-04-11,47.58889389038086,48.062593436229875,47.461355654893644,47.78930416745188,5724500,O
2024-04-12,47.388492584228516,47.643562172070524,47.24273803759558,47.54335526968616,6410600,O
2024-04-15,47.05143356323242,47.689107501890106,46.77814076087932,47.64355985985203,6251800,O
2024-04-16,46.27710723876953,46.9785520083166,46.258887487929876,46.933004368748534,7121500,O
2024-04-17,46.71437072753906,46.960332150722046,46.14046421517425,46.286218746498,5120700,O
2024-04-18,47.3975944519043,47.41581420220558,46.577726538718736,46.85101584311392,4961100,O
2024-04-19,48.31767654418945,48.426991579566064,47.534244594688715,47.54335273302747,6611700,O
2024-04-22,48.58185958862305,48.62740723218227,47.871303143861795,48.281238886019736,4182400,O
2024-04-23,48.63650894165039,48.80959482938281,48.38143939138619,48.49075441649056,6650900,O
2024-04-24,48.89157485961914,48.964453854315664,48.15369415115641,48.43609156795109,5340400,O
2024-04-25,49.010005950927734,49.11021284022862,48.17191828597861,48.308561200883595,4880800,O
2024-04-26,48.928016662597656,49.374391838494006,48.74582264233258,49.09199093333004,6861600,O
2024-04-29,49.47460174560547,49.68412366543753,49.12843343346192,49.19220082319072,6558900,O
2024-04-30,49.00505447387695,49.545080419389784,48.97759316031889,49.40778432635351,8569700,O
2024-05-01,49.35285949707031,49.92034669067122,48.82198854785071,48.84944636665633,5867900,O
2024-05-02,50.259010314941406,50.286468136145324,49.444395697769075,49.81966771775581,5897000,O
2024-05-03,50.57936096191406,51.02785847403683,50.21324389292545,50.70750560222373,9076600,O
2024-05-06,50.75326919555664,50.95463235905009,50.47868052418602,50.78072701521839,6845100,O
2024-05-07,50.359703063964844,50.881422713893485,50.213255504188126,50.63429180209804,6362200,O
2024-05-08,50.14917755126953,50.33223784700677,49.9111981193357,50.14002261611107,6602400,O
2024-05-09,50.00272750854492,50.39630590261244,49.68237113415404,50.34138676916655,6113300,O
2024-05-10,50.35054016113281,50.46952987574555,49.984423065409715,50.103412780022445,3859700,O
2024-05-13,50.30477523803711,50.7898855329895,50.194940460056316,50.75327277646769,3928200,O
2024-05-14,50.22239303588867,50.70750328017094,50.04848769795157,50.47867881318747,4898900,O
2024-05-15,50.442073822021484,50.81734586595419,50.32308410323751,50.60682774292704,6024400,O
2024-05-16,50.515289306640625,50.72580740241097,50.26815845727951,50.38714816065731,4198600,O
2024-05-17,50.46037673950195,50.606824271195315,50.23155225300704,50.606824271195315,4270900,O
2024-05-20,50.32307815551758,50.79903348281517,50.231549762092214,50.46952567994881,3913100,O
2024-05-21,50.41461181640625,50.79903527223557,50.304773550525425,50.323079928172234,3783200,O
2024-05-22,49.169803619384766,50.34138379773413,49.11488448918051,50.16747845613051,5760100,O
2024-05-23,47.87923049926758,49.17895173525639,47.85176919023089,49.16980029330024,5576000,O
2024-05-24,47.76024627685547,48.2911172607441,47.69617570106864,48.23620161954655,4660500,O
2024-05-28,47.20191955566406,48.57486661310999,47.16530679615179,48.14467541780309,6564900,O
