Date,Close,High,Low,Open,Volume,Ticker
2024-01-02,542.5270385742188,548.1104713696081,537.9295552792498,546.6657744431658,364600,MSCI
2024-01-03,536.7387084960938,539.7060896857244,531.82885945442,539.7060896857244,418600,MSCI
2024-01-04,546.3534545898438,548.891400463403,534.2691527195736,534.2691527195736,368600,MSCI
2024-01-05,525.200927734375,546.8317627382698,523.5512838904252,542.9175151833743,447100,MSCI
2024-01-08,530.17919921875,530.2865580385901,523.268258185105,528.9785320177306,347400,MSCI
2024-01-09,526.8603515625,533.6443920900779,524.9764486080301,524.9862193326919,358200,MSCI
2024-01-10,533.6053466796875,533.7713298554216,525.1521798135584,528.6954976145674,243400,MSCI
2024-01-11,537.1389770507812,541.5315140647394,533.0587457961976,536.6509173825636,867600,MSCI
2024-01-12,532.43408203125,542.7223585310072,529.3592822481021,542.0390630705747,308600,MSCI
2024-01-16,529.5154418945312,530.5404148870728,523.2780844481154,528.1489105338057,604400,MSCI
2024-01-17,525.3082885742188,526.4210787737965,512.9116222519501,519.2954204463474,538900,MSCI
2024-01-18,533.41015625,541.0336453444137,526.4796737057018,538.1833341880672,615100,MSCI
2024-01-19,540.7017211914062,542.9956371423195,532.0240068856557,538.2321705049324,380000,MSCI
2024-01-22,552.6982421875,555.9975301921174,542.8882551249067,543.5325272272204,456000,MSCI
2024-01-23,550.3359985351562,557.5495337937464,549.4379855439214,553.0984325804416,362000,MSCI
2024-01-24,545.1236572265625,554.2308082600941,544.7624978176494,554.2308082600941,291500,MSCI
2024-01-25,541.5217895507812,546.2266923032123,536.2311793999489,545.3383902677974,508900,MSCI
2024-01-26,536.1725463867188,545.9728222433716,531.3602854091301,543.786324553828,561600,MSCI
2024-01-29,537.7929077148438,538.3102199321983,529.4275586706237,529.4275586706237,683700,MSCI
2024-01-30,587.8580322265625,602.6462623086751,566.2858211962915,566.2858211962915,1307300,MSCI
2024-01-31,584.324462890625,597.9023141437309,582.3819952411254,585.6715121347419,817800,MSCI
2024-02-01,589.8687744140625,589.8687744140625,570.453750749076,584.6367902107355,785900,MSCI
2024-02-02,578.897216796875,590.1421283935763,576.5642777455482,588.9512320582943,576900,MSCI
2024-02-05,569.4581909179688,578.2432636644576,568.521095043745,576.740001975958,715400,MSCI
2024-02-06,568.101318359375,572.9135783913567,565.5048677576418,572.9135783913567,469100,MSCI
2024-02-07,576.5253295898438,577.3647778639801,564.5385563490253,571.1078795532582,475400,MSCI
2024-02-08,571.5178833007812,574.4266999186765,567.369376035148,572.4256671531258,515300,MSCI
2024-02-09,578.2725219726562,580.049066072696,570.5416745610979,571.4104349510097,336200,MSCI
2024-02-12,576.0958862304688,582.548020887658,575.3442552600436,578.770443738738,485100,MSCI
2024-02-13,561.864013671875,568.3747722720618,557.1688822412193,566.1491916799371,403400,MSCI
2024-02-14,559.1210327148438,566.7933148736164,555.0213204022467,566.7933148736164,443400,MSCI
2024-02-15,563.5454711914062,565.7870837950948,559.238551922022,561.5094990616489,386300,MSCI
2024-02-16,556.7229614257812,566.1493259741841,556.0573481753042,561.1278024392599,327700,MSCI
2024-02-20,544.7907104492188,548.4124804071416,539.5244737538316,547.5510845335444,903800,MSCI
2024-02-21,543.8999633789062,547.9034406796311,537.9485174557349,542.7742579722467,501100,MSCI
2024-02-22,553.51220703125,557.4668130295071,548.2753652048779,551.8677404778595,482200,MSCI
2024-02-23,556.938232421875,559.101520107416,554.0995931939729,556.4684018725891,410400,MSCI
2024-02-26,555.9202270507812,561.9989284216388,555.6167848741378,557.2123207610131,398400,MSCI
2024-02-27,546.0436401367188,555.7734459139575,545.8282613085017,555.7734459139575,413500,MSCI
2024-02-28,555.9006958007812,556.1846015680288,542.5883113585164,543.1266688645493,429700,MSCI
2024-02-29,549.1073608398438,558.2792721246593,548.9801648632847,557.7408549613195,432200,MSCI
2024-03-01,553.5221557617188,555.4407304683701,543.0386711627863,546.7093724356869,260600,MSCI
2024-03-04,546.5625610351562,553.8746295803725,546.0046072309437,553.3264738727324,365200,MSCI
2024-03-05,538.7120971679688,545.3683499662789,536.9208379553262,544.2426443400827,257500,MSCI
2024-03-06,537.9093627929688,542.500128099462,535.6286175356108,539.3482486810685,487800,MSCI
